Phrase,Sentiment
"Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .",1
"Fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film .",1
"With more character development this might have been an eerie thriller ; with better payoffs , it could have been a thinking man 's monster movie .",0
"Tries too hard to be funny in a way that 's too loud , too goofy and too short of an attention span .",0
First-timer John McKay is never able to pull it back on course .,0
A return to pure Disney magic and is enjoyable family fare .,1
"This Sade is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama .",0
"` All in all , Reign of Fire will be a good -LRB- successful -RRB- rental . '",0
Sunshine State surveys the landscape and assesses the issues with a clear passion for sociology .,0
"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",1
It 's just a movie that happens to have Jackie Chan in it .,0
"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .",0
"A non-Britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine .",0
"Obviously , a lot of people wasted a lot of their time -LRB- including mine -RRB- on something very inconsequential .",0
A moving picture that does not move .,0
"Just about all of the film is confusing on one level or another , making Ararat far more demanding than it needs to be .",0
"Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails .",1
"... Jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts .",0
Fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .,1
Naipaul fans may be disappointed .,0
"The screenplay is hugely overwritten , with tons and tons of dialogue -- most of it given to children .",0
"A beautiful , entertaining two hours .",1
"For all the time we spend with these people , we never really get inside of them .",0
Eisenstein lacks considerable brio for a film about one of cinema 's directorial giants .,0
Life on the rez is no picnic : this picture shows you why .,0
"As Allen 's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson .",0
It is there to give them a good time .,0
Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,0
"Like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .",0
The movie does has some entertainment value - how much depends on how well you like Chris Rock .,0
Speaks eloquently about the symbiotic relationship between art and life .,1
Nothing more than a stifling morality tale dressed up in peekaboo clothing .,0
A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .,0
The movie does n't add anything fresh to the myth .,0
Upper West Sidey exercise in narcissism and self-congratulation disguised as a tribute .,0
The entire cast is extraordinarily good .,1
"Like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .",0
Um ... is n't that the basis for the entire plot ?,0
Cho 's timing is priceless .,1
"It 's a drawling , slobbering , lovable run-on sentence of a film , a Southern Gothic with the emotional arc of its raw blues soundtrack .",0
Rabbit-Proof Fence will probably make you angry .,0
"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",0
This is the first film I 've ever seen that had no obvious directing involved .,0
"... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .",0
One of the very best movies ever made about the life of moviemaking .,1
"The film sometimes flags ... but there is enough secondary action to keep things moving along at a brisk , amusing pace .",0
"... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology .",0
"To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .",0
It 's never dull and always looks good .,1
"Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .",1
